step,loss,lr
20,1.2401,9.595959595959596e-05
30,1.0694,9.343434343434344e-05
40,1.04,9.090909090909092e-05
50,0.9489,8.83838383838384e-05
60,0.9227,8.585858585858586e-05
step,loss,lr
1,1.4887,2.5e-05
10,1.4119,9.848484848484849e-05
20,1.3994,9.595959595959596e-05
30,1.3189,9.343434343434344e-05
40,1.295,9.090909090909092e-05
50,1.308,8.83838383838384e-05
60,1.2542,8.585858585858586e-05
70,1.1055,8.333333333333334e-05
80,1.2298,8.080808080808081e-05
90,1.2065,7.828282828282829e-05
100,1.1479,7.575757575757576e-05
110,1.1427,7.323232323232324e-05
120,1.0969,7.07070707070707e-05
130,1.1238,6.818181818181818e-05
140,1.0681,6.565656565656566e-05
150,1.0394,6.313131313131313e-05
160,1.0078,6.060606060606061e-05
170,0.9791,5.808080808080808e-05
180,0.9778,5.555555555555556e-05
190,0.9138,5.303030303030303e-05
200,0.8082,5.050505050505051e-05
210,0.8549,4.797979797979798e-05
220,1.0266,4.545454545454546e-05
230,0.9096,4.292929292929293e-05
240,0.9215,4.0404040404040405e-05
250,0.8193,3.787878787878788e-05
260,0.8577,3.535353535353535e-05
270,0.8425,3.282828282828283e-05
280,0.7693,3.0303030303030306e-05
290,0.8181,2.777777777777778e-05
300,0.9075,2.5252525252525256e-05
310,0.7159,2.272727272727273e-05
320,0.7557,2.0202020202020203e-05
330,0.857,1.7676767676767676e-05
340,0.7481,1.5151515151515153e-05
350,0.7377,1.2626262626262628e-05
360,0.7826,1.0101010101010101e-05
370,0.8201,7.5757575757575764e-06
380,0.6877,5.050505050505051e-06
390,0.7373,2.5252525252525253e-06
400,0.8175,0.0
400,0.9807207337021828,None
step,loss,lr
1,1.4887,0.00025
10,1.42,0.000984848484848485
20,1.3376,0.0009595959595959596
30,1.2712,0.0009343434343434344
40,1.1575,0.0009090909090909091
50,1.0156,0.0008838383838383839
60,0.898,0.0008585858585858586
70,0.7383,0.0008333333333333334
80,0.9448,0.0008080808080808081
90,0.7759,0.0007828282828282829
100,0.9201,0.0007575757575757576
110,0.779,0.0007323232323232324
120,0.8171,0.0007070707070707071
130,0.6615,0.0006818181818181818
140,0.7506,0.0006565656565656566
150,0.7174,0.0006313131313131313
160,0.5236,0.0006060606060606061
170,0.5056,0.0005808080808080808
180,0.6108,0.0005555555555555556
190,0.6408,0.0005303030303030302
200,0.4455,0.000505050505050505
210,0.4881,0.0004797979797979798
220,0.7126,0.00045454545454545455
230,0.5176,0.0004292929292929293
240,0.461,0.00040404040404040404
250,0.4372,0.0003787878787878788
260,0.6164,0.00035353535353535354
270,0.4033,0.0003282828282828283
280,0.4068,0.00030303030303030303
290,0.3949,0.0002777777777777778
300,0.5353,0.0002525252525252525
310,0.345,0.00022727272727272727
320,0.3049,0.00020202020202020202
330,0.3006,0.00017676767676767677
340,0.3763,0.00015151515151515152
350,0.4004,0.00012626262626262626
360,0.2838,0.00010101010101010101
370,0.3716,7.575757575757576e-05
380,0.3688,5.0505050505050505e-05
390,0.2584,2.5252525252525253e-05
400,0.3661,0.0
400,0.6321745190024376,None
step,loss,lr
1,1.3433,0.00025
10,1.4274,0.000984848484848485
20,1.3682,0.0009595959595959596
30,1.3815,0.0009343434343434344
40,1.3054,0.0009090909090909091
50,1.1931,0.0008838383838383839
60,1.2423,0.0008585858585858586
70,1.0841,0.0008333333333333334
80,1.1986,0.0008080808080808081
90,1.0222,0.0007828282828282829
100,1.215,0.0007575757575757576
110,1.0531,0.0007323232323232324
120,0.9631,0.0007070707070707071
130,0.9863,0.0006818181818181818
140,1.0921,0.0006565656565656566
150,0.9739,0.0006313131313131313
160,1.0012,0.0006060606060606061
170,0.8428,0.0005808080808080808
180,0.8159,0.0005555555555555556
190,0.8117,0.0005303030303030302
200,0.8208,0.000505050505050505
210,0.8859,0.0004797979797979798
220,0.8682,0.00045454545454545455
230,0.8546,0.0004292929292929293
240,0.7981,0.00040404040404040404
250,0.7149,0.0003787878787878788
260,0.6013,0.00035353535353535354
270,0.6292,0.0003282828282828283
280,0.8292,0.00030303030303030303
290,0.6748,0.0002777777777777778
300,0.7068,0.0002525252525252525
310,0.694,0.00022727272727272727
320,0.7197,0.00020202020202020202
330,0.8345,0.00017676767676767677
340,0.6119,0.00015151515151515152
350,0.7153,0.00012626262626262626
360,0.686,0.00010101010101010101
370,0.5744,7.575757575757576e-05
380,0.5283,5.0505050505050505e-05
390,0.6596,2.5252525252525253e-05
400,0.4586,0.0
400,0.8958855411410331,None
step,loss,lr
1,1.3433,0.0025
10,2.242,0.00984848484848485
20,1.7441,0.009595959595959595
30,1.4136,0.009343434343434345
40,1.6604,0.00909090909090909
50,1.4374,0.008838383838383838
60,1.4286,0.008585858585858586
70,1.4175,0.008333333333333333
80,1.8522,0.00808080808080808
90,1.3797,0.007828282828282828
100,1.5058,0.007575757575757576
110,1.3965,0.0073232323232323236
120,1.3843,0.007070707070707071
130,1.3919,0.006818181818181818
140,1.3903,0.006565656565656566
150,1.413,0.006313131313131313
160,1.3691,0.006060606060606061
170,1.3938,0.005808080808080808
180,1.4593,0.005555555555555556
190,1.4062,0.0053030303030303025
200,1.3966,0.005050505050505051
210,1.3848,0.004797979797979798
220,1.3763,0.004545454545454545
230,1.4152,0.004292929292929293
240,1.3624,0.00404040404040404
250,1.455,0.003787878787878788
260,1.4106,0.0035353535353535356
270,1.4047,0.003282828282828283
280,1.3854,0.0030303030303030303
290,1.4064,0.002777777777777778
300,1.3946,0.0025252525252525255
310,1.3756,0.0022727272727272726
320,1.3664,0.00202020202020202
330,1.3847,0.0017676767676767678
340,1.3691,0.0015151515151515152
350,1.3664,0.0012626262626262627
360,1.3892,0.00101010101010101
370,1.3838,0.0007575757575757576
380,1.3762,0.000505050505050505
390,1.3682,0.0002525252525252525
400,1.3751,0.0
400,1.4435688289999962,None
step,loss,lr
1,1.3433,0.00025
10,1.4274,0.000984848484848485
20,1.3682,0.0009595959595959596
30,1.3815,0.0009343434343434344
40,1.3054,0.0009090909090909091
50,1.1931,0.0008838383838383839
60,1.2423,0.0008585858585858586
70,1.0841,0.0008333333333333334
80,1.1986,0.0008080808080808081
90,1.0222,0.0007828282828282829
100,1.215,0.0007575757575757576
110,1.0531,0.0007323232323232324
120,0.9631,0.0007070707070707071
130,0.9863,0.0006818181818181818
140,1.0921,0.0006565656565656566
150,0.9739,0.0006313131313131313
160,1.0012,0.0006060606060606061
170,0.8428,0.0005808080808080808
180,0.8159,0.0005555555555555556
190,0.8117,0.0005303030303030302
200,0.8208,0.000505050505050505
210,0.8859,0.0004797979797979798
220,0.8682,0.00045454545454545455
230,0.8546,0.0004292929292929293
240,0.7981,0.00040404040404040404
250,0.7149,0.0003787878787878788
260,0.6013,0.00035353535353535354
270,0.6292,0.0003282828282828283
280,0.8292,0.00030303030303030303
290,0.6748,0.0002777777777777778
300,0.7068,0.0002525252525252525
310,0.694,0.00022727272727272727
320,0.7197,0.00020202020202020202
330,0.8345,0.00017676767676767677
340,0.6119,0.00015151515151515152
350,0.7153,0.00012626262626262626
360,0.686,0.00010101010101010101
370,0.5744,7.575757575757576e-05
380,0.5283,5.0505050505050505e-05
390,0.6596,2.5252525252525253e-05
400,0.4586,0.0
400,0.8958855411410331,None
step,loss,lr
1,1.3433,2.5e-05
10,1.4018,9.848484848484849e-05
20,1.4005,9.595959595959596e-05
30,1.3697,9.343434343434344e-05
40,1.3084,9.090909090909092e-05
50,1.3512,8.83838383838384e-05
60,1.2999,8.585858585858586e-05
70,1.3486,8.333333333333334e-05
80,1.2731,8.080808080808081e-05
90,1.3013,7.828282828282829e-05
100,1.3152,7.575757575757576e-05
110,1.2178,7.323232323232324e-05
120,1.2049,7.07070707070707e-05
130,1.2435,6.818181818181818e-05
140,1.2501,6.565656565656566e-05
150,1.2109,6.313131313131313e-05
160,1.1614,6.060606060606061e-05
170,1.2185,5.808080808080808e-05
180,1.1892,5.555555555555556e-05
190,1.13,5.303030303030303e-05
200,1.1417,5.050505050505051e-05
210,1.1276,4.797979797979798e-05
220,1.1473,4.545454545454546e-05
230,1.2619,4.292929292929293e-05
240,1.1175,4.0404040404040405e-05
250,1.0691,3.787878787878788e-05
260,1.0072,3.535353535353535e-05
270,1.0959,3.282828282828283e-05
280,1.1399,3.0303030303030306e-05
290,1.1103,2.777777777777778e-05
300,1.0782,2.5252525252525256e-05
310,1.061,2.272727272727273e-05
320,1.0891,2.0202020202020203e-05
330,1.0186,1.7676767676767676e-05
340,1.0822,1.5151515151515153e-05
350,1.0712,1.2626262626262628e-05
360,1.1036,1.0101010101010101e-05
370,1.0617,7.5757575757575764e-06
380,1.0224,5.050505050505051e-06
390,1.0727,2.5252525252525253e-06
400,0.9916,0.0
400,1.1765179523825646,None
step,loss,lr
1,1.3934,0.00025
10,1.406,0.000984848484848485
20,1.3417,0.0009595959595959596
30,1.3063,0.0009343434343434344
40,1.1866,0.0009090909090909091
50,1.235,0.0008838383838383839
60,1.0292,0.0008585858585858586
70,0.9386,0.0008333333333333334
80,0.9041,0.0008080808080808081
90,0.9923,0.0007828282828282829
100,0.8957,0.0007575757575757576
110,0.8134,0.0007323232323232324
120,0.8572,0.0007070707070707071
130,0.7791,0.0006818181818181818
140,0.8651,0.0006565656565656566
150,0.8299,0.0006313131313131313
160,0.688,0.0006060606060606061
170,0.7437,0.0005808080808080808
180,0.6496,0.0005555555555555556
190,0.7901,0.0005303030303030302
200,0.7057,0.000505050505050505
210,0.5987,0.0004797979797979798
220,0.546,0.00045454545454545455
230,0.6369,0.0004292929292929293
240,0.6217,0.00040404040404040404
250,0.6455,0.0003787878787878788
260,0.557,0.00035353535353535354
270,0.5808,0.0003282828282828283
280,0.5605,0.00030303030303030303
290,0.6126,0.0002777777777777778
300,0.5522,0.0002525252525252525
310,0.483,0.00022727272727272727
320,0.4881,0.00020202020202020202
330,0.4335,0.00017676767676767677
340,0.4972,0.00015151515151515152
350,0.5396,0.00012626262626262626
360,0.4387,0.00010101010101010101
370,0.4478,7.575757575757576e-05
380,0.4158,5.0505050505050505e-05
390,0.4142,2.5252525252525253e-05
400,0.3415,0.0
400,0.7341867944598198,None
step,loss,lr
1,1.3934,0.00025
10,1.406,0.000984848484848485
20,1.3417,0.0009595959595959596
step,loss,lr
1,1.3934,0.00025
10,1.406,0.000984848484848485
20,1.3417,0.0009595959595959596
30,1.3063,0.0009343434343434344
40,1.1866,0.0009090909090909091
50,1.235,0.0008838383838383839
60,1.0292,0.0008585858585858586
70,0.9386,0.0008333333333333334
80,0.9041,0.0008080808080808081
90,0.9923,0.0007828282828282829
100,0.8957,0.0007575757575757576
110,0.8134,0.0007323232323232324
step,loss,lr
1,1.3934,0.00025
10,1.406,0.000984848484848485
20,1.3417,0.0009595959595959596
30,1.3063,0.0009343434343434344
40,1.1866,0.0009090909090909091
50,1.235,0.0008838383838383839
60,1.0292,0.0008585858585858586
70,0.9386,0.0008333333333333334
80,0.9041,0.0008080808080808081
90,0.9923,0.0007828282828282829
100,0.8957,0.0007575757575757576
110,0.8134,0.0007323232323232324
120,0.8572,0.0007070707070707071
130,0.7791,0.0006818181818181818
140,0.8651,0.0006565656565656566
150,0.8299,0.0006313131313131313
160,0.688,0.0006060606060606061
170,0.7437,0.0005808080808080808
180,0.6496,0.0005555555555555556
190,0.7901,0.0005303030303030302
200,0.7057,0.000505050505050505
210,0.5987,0.0004797979797979798
220,0.546,0.00045454545454545455
230,0.6369,0.0004292929292929293
240,0.6217,0.00040404040404040404
250,0.6455,0.0003787878787878788
260,0.557,0.00035353535353535354
270,0.5808,0.0003282828282828283
280,0.5605,0.00030303030303030303
290,0.6126,0.0002777777777777778
300,0.5522,0.0002525252525252525
310,0.483,0.00022727272727272727
320,0.4881,0.00020202020202020202
330,0.4335,0.00017676767676767677
340,0.4972,0.00015151515151515152
350,0.5396,0.00012626262626262626
360,0.4387,0.00010101010101010101
370,0.4478,7.575757575757576e-05
380,0.4158,5.0505050505050505e-05
390,0.4142,2.5252525252525253e-05
400,0.3415,0.0
400,0.7341867944598198,None
step,loss,lr
1,1.394,0.00025
10,1.0857,0.000984848484848485
20,0.334,0.0009595959595959596
30,0.0438,0.0009343434343434344
40,0.0025,0.0009090909090909091
50,0.001,0.0008838383838383839
60,0.006,0.0008585858585858586
70,0.0,0.0008333333333333334
80,0.0062,0.0008080808080808081
90,0.0218,0.0007828282828282829
100,0.0008,0.0007575757575757576
110,0.0184,0.0007323232323232324
120,0.0341,0.0007070707070707071
130,0.0022,0.0006818181818181818
140,0.0041,0.0006565656565656566
150,0.0058,0.0006313131313131313
160,0.0025,0.0006060606060606061
170,0.0036,0.0005808080808080808
180,0.0191,0.0005555555555555556
190,0.0013,0.0005303030303030302
200,0.0006,0.000505050505050505
210,0.0007,0.0004797979797979798
220,0.0002,0.00045454545454545455
230,0.0001,0.0004292929292929293
240,0.0001,0.00040404040404040404
250,0.0052,0.0003787878787878788
260,0.0009,0.00035353535353535354
270,0.0001,0.0003282828282828283
280,0.0,0.00030303030303030303
290,0.0,0.0002777777777777778
300,0.0,0.0002525252525252525
310,0.0,0.00022727272727272727
320,0.0,0.00020202020202020202
330,0.0,0.00017676767676767677
340,0.0,0.00015151515151515152
350,0.0001,0.00012626262626262626
360,0.0,0.00010101010101010101
370,0.0,7.575757575757576e-05
380,0.0,5.0505050505050505e-05
390,0.0002,2.5252525252525253e-05
400,0.0,0.0
400,0.040803009780820645,None
step,loss,lr
1,1.394,0.00025
10,1.0857,0.000984848484848485
20,0.334,0.0009595959595959596
30,0.0438,0.0009343434343434344
40,0.0025,0.0009090909090909091
50,0.001,0.0008838383838383839
60,0.006,0.0008585858585858586
70,0.0,0.0008333333333333334
80,0.0062,0.0008080808080808081
90,0.0218,0.0007828282828282829
100,0.0008,0.0007575757575757576
110,0.0184,0.0007323232323232324
120,0.0341,0.0007070707070707071
130,0.0022,0.0006818181818181818
140,0.0041,0.0006565656565656566
150,0.0058,0.0006313131313131313
160,0.0025,0.0006060606060606061
170,0.0036,0.0005808080808080808
180,0.0191,0.0005555555555555556
190,0.0013,0.0005303030303030302
200,0.0006,0.000505050505050505
210,0.0007,0.0004797979797979798
220,0.0002,0.00045454545454545455
230,0.0001,0.0004292929292929293
240,0.0001,0.00040404040404040404
250,0.0052,0.0003787878787878788
260,0.0009,0.00035353535353535354
270,0.0001,0.0003282828282828283
280,0.0,0.00030303030303030303
290,0.0,0.0002777777777777778
300,0.0,0.0002525252525252525
310,0.0,0.00022727272727272727
320,0.0,0.00020202020202020202
330,0.0,0.00017676767676767677
340,0.0,0.00015151515151515152
350,0.0001,0.00012626262626262626
360,0.0,0.00010101010101010101
370,0.0,7.575757575757576e-05
380,0.0,5.0505050505050505e-05
390,0.0002,2.5252525252525253e-05
400,0.0,0.0
400,0.040803009780820645,None
step,loss,lr
1,1.3614,0.00025
10,1.4551,0.000984848484848485
20,1.4514,0.0009595959595959596
30,1.4892,0.0009343434343434344
40,1.4119,0.0009090909090909091
50,1.3925,0.0008838383838383839
60,1.3849,0.0008585858585858586
70,1.4085,0.0008333333333333334
80,1.4307,0.0008080808080808081
90,1.3829,0.0007828282828282829
100,1.3866,0.0007575757575757576
110,1.405,0.0007323232323232324
120,1.4059,0.0007070707070707071
130,1.3724,0.0006818181818181818
140,1.3564,0.0006565656565656566
150,1.4002,0.0006313131313131313
160,1.3729,0.0006060606060606061
170,1.3999,0.0005808080808080808
180,1.3951,0.0005555555555555556
190,1.3828,0.0005303030303030302
200,1.3716,0.000505050505050505
210,1.3846,0.0004797979797979798
220,1.3587,0.00045454545454545455
230,1.3562,0.0004292929292929293
240,1.3851,0.00040404040404040404
250,1.3849,0.0003787878787878788
260,1.3787,0.00035353535353535354
270,1.403,0.0003282828282828283
280,1.3796,0.00030303030303030303
step,loss,lr
1,1.3614,0.0002
10,1.4554,0.002
20,1.4789,0.004
30,1.3945,0.006
40,1.4544,0.008
50,1.4508,0.01
60,1.4553,0.00997979797979798
70,1.3959,0.00995959595959596
80,1.4588,0.009939393939393939
90,1.4126,0.00991919191919192
100,1.4037,0.0098989898989899
110,1.4785,0.00987878787878788
120,1.4106,0.009858585858585858
130,1.6393,0.009838383838383839
140,1.4386,0.009818181818181818
150,1.4302,0.009797979797979799
160,1.3855,0.009777777777777778
170,1.4349,0.009757575757575757
180,1.4009,0.009737373737373737
190,1.3896,0.009717171717171718
200,1.3987,0.009696969696969697
210,1.3836,0.009676767676767678
220,1.3793,0.009656565656565657
230,1.3853,0.009636363636363636
240,1.4144,0.009616161616161616
250,1.3994,0.009595959595959595
260,1.4113,0.009575757575757576
270,1.5168,0.009555555555555557
280,1.3976,0.009535353535353536
290,1.4212,0.009515151515151516
300,1.4258,0.009494949494949495
310,1.415,0.009474747474747474
320,14.709,0.009454545454545455
330,1.541,0.009434343434343434
340,1.5184,0.009414141414141415
350,1.4467,0.009393939393939395
360,1.3581,0.009373737373737374
370,1.3598,0.009353535353535353
380,1.583,0.009333333333333334
390,1.5781,0.009313131313131313
400,1.5142,0.009292929292929294
410,1.3768,0.009272727272727273
420,1.421,0.009252525252525252
430,1.4835,0.009232323232323232
440,1.4339,0.009212121212121213
450,1.4182,0.009191919191919192
460,1.4062,0.009171717171717173
470,1.4107,0.009151515151515152
480,1.4113,0.00913131313131313
490,1.4462,0.009111111111111111
500,1.419,0.00909090909090909
510,1.4023,0.009070707070707071
520,1.391,0.009050505050505052
530,1.4028,0.00903030303030303
540,1.3916,0.00901010101010101
550,1.4655,0.00898989898989899
560,1.5416,0.00896969696969697
570,1.3982,0.00894949494949495
580,1.4341,0.00892929292929293
590,1.3838,0.008909090909090908
600,1.3958,0.008888888888888889
610,1.3771,0.00886868686868687
620,1.4056,0.008848484848484849
630,1.601,0.00882828282828283
640,1.4217,0.008808080808080808
650,1.4433,0.008787878787878787
660,1.4555,0.008767676767676768
670,1.3986,0.008747474747474747
680,1.4154,0.008727272727272728
690,1.4239,0.008707070707070707
700,1.4814,0.008686868686868687
710,1.4713,0.008666666666666668
step,loss,lr
1,1.3614,2e-05
10,1.4045,0.0002
20,1.4032,0.0004
30,1.4287,0.0006
40,1.4153,0.0008
50,1.4169,0.001
60,1.3649,0.000997979797979798
70,1.417,0.000995959595959596
80,1.4305,0.000993939393939394
90,1.3916,0.0009919191919191919
100,1.3816,0.00098989898989899
110,1.4118,0.000987878787878788
120,1.401,0.0009858585858585859
130,1.3821,0.000983838383838384
140,1.354,0.0009818181818181818
150,1.3899,0.0009797979797979799
160,1.3701,0.0009777777777777777
170,1.4187,0.0009757575757575757
180,1.3876,0.0009737373737373739
190,1.3978,0.0009717171717171718
200,1.3851,0.0009696969696969698
210,1.3785,0.0009676767676767677
220,1.3799,0.0009656565656565657
230,1.3644,0.0009636363636363637
240,1.3633,0.0009616161616161616
250,1.3607,0.0009595959595959596
260,1.3718,0.0009575757575757576
270,1.4177,0.0009555555555555556
280,1.3774,0.0009535353535353536
290,1.3635,0.0009515151515151516
300,1.3488,0.0009494949494949495
310,1.4222,0.0009474747474747475
320,1.3798,0.0009454545454545454
330,1.3652,0.0009434343434343434
340,1.3785,0.0009414141414141414
350,1.3838,0.0009393939393939394
360,1.3335,0.0009373737373737374
370,1.3361,0.0009353535353535354
380,1.3397,0.0009333333333333333
390,1.3643,0.0009313131313131313
400,1.4023,0.0009292929292929292
410,1.3539,0.0009272727272727273
420,1.3762,0.0009252525252525253
430,1.3558,0.0009232323232323232
440,1.3724,0.0009212121212121213
450,1.38,0.0009191919191919193
460,1.3682,0.0009171717171717172
470,1.3788,0.0009151515151515152
480,1.3429,0.0009131313131313132
490,1.3921,0.0009111111111111111
500,1.3699,0.0009090909090909091
510,1.4027,0.000907070707070707
520,1.3717,0.0009050505050505051
530,1.3632,0.0009030303030303031
540,1.3501,0.000901010101010101
550,1.3722,0.000898989898989899
560,1.3857,0.000896969696969697
570,1.3527,0.0008949494949494949
580,1.3549,0.0008929292929292929
590,1.3762,0.0008909090909090909
600,1.3857,0.0008888888888888888
610,1.3446,0.0008868686868686869
620,1.3771,0.0008848484848484849
630,1.3549,0.0008828282828282828
640,1.3791,0.0008808080808080809
650,1.3344,0.0008787878787878789
660,1.401,0.0008767676767676768
670,1.3302,0.0008747474747474748
680,1.3759,0.0008727272727272727
690,1.3762,0.0008707070707070707
700,1.3537,0.0008686868686868688
710,1.3126,0.0008666666666666667
720,1.4044,0.0008646464646464647
730,1.3839,0.0008626262626262627
740,1.3805,0.0008606060606060606
750,1.3756,0.0008585858585858586
760,1.3683,0.0008565656565656565
770,1.3761,0.0008545454545454545
780,1.3523,0.0008525252525252526
790,1.3428,0.0008505050505050505
800,1.357,0.0008484848484848485
810,1.3686,0.0008464646464646465
820,1.3677,0.0008444444444444444
830,1.3571,0.0008424242424242424
840,1.3313,0.0008404040404040404
850,1.391,0.0008383838383838383
860,1.3587,0.0008363636363636363
870,1.3502,0.0008343434343434344
880,1.3774,0.0008323232323232324
890,1.3888,0.0008303030303030304
900,1.3547,0.0008282828282828283
910,1.3677,0.0008262626262626263
920,1.3788,0.0008242424242424243
930,1.3887,0.0008222222222222222
940,1.3684,0.0008202020202020202
950,1.3521,0.0008181818181818183
960,1.3521,0.0008161616161616162
970,1.3495,0.0008141414141414142
980,1.354,0.0008121212121212122
990,1.355,0.0008101010101010101
1000,1.3425,0.0008080808080808081
1010,1.3775,0.000806060606060606
1020,1.3581,0.000804040404040404
step,loss,lr
1,1.427,2e-05
10,1.3846,0.0002
20,1.3992,0.0004
30,1.4082,0.0006
40,1.4468,0.0008
50,1.4186,0.001
60,1.3879,0.000997979797979798
70,1.3627,0.000995959595959596
80,1.4283,0.000993939393939394
90,1.3981,0.0009919191919191919
100,1.419,0.00098989898989899
110,1.3847,0.000987878787878788
120,1.3855,0.0009858585858585859
130,1.3789,0.000983838383838384
140,1.3853,0.0009818181818181818
150,1.3984,0.0009797979797979799
160,1.3839,0.0009777777777777777
170,1.3966,0.0009757575757575757
180,1.3635,0.0009737373737373739
190,1.3848,0.0009717171717171718
200,1.4133,0.0009696969696969698
210,1.392,0.0009676767676767677
220,1.3851,0.0009656565656565657
230,1.3771,0.0009636363636363637
240,1.3674,0.0009616161616161616
250,1.3841,0.0009595959595959596
260,1.3856,0.0009575757575757576
270,1.3931,0.0009555555555555556
280,1.3789,0.0009535353535353536
290,1.3511,0.0009515151515151516
300,1.377,0.0009494949494949495
310,1.3344,0.0009474747474747475
320,1.3707,0.0009454545454545454
330,1.3629,0.0009434343434343434
340,1.3595,0.0009414141414141414
350,1.3727,0.0009393939393939394
360,1.3767,0.0009373737373737374
370,1.3745,0.0009353535353535354
380,1.3707,0.0009333333333333333
390,1.3664,0.0009313131313131313
400,1.3398,0.0009292929292929292
410,1.357,0.0009272727272727273
420,1.3629,0.0009252525252525253
430,1.3716,0.0009232323232323232
440,1.3733,0.0009212121212121213
450,1.3525,0.0009191919191919193
460,1.3842,0.0009171717171717172
470,1.3965,0.0009151515151515152
480,1.3933,0.0009131313131313132
490,1.3799,0.0009111111111111111
500,1.3795,0.0009090909090909091
510,1.3395,0.000907070707070707
520,1.3636,0.0009050505050505051
530,1.3667,0.0009030303030303031
540,1.3735,0.000901010101010101
550,1.3682,0.000898989898989899
560,1.4074,0.000896969696969697
570,1.3944,0.0008949494949494949
580,1.374,0.0008929292929292929
590,1.3835,0.0008909090909090909
600,1.3738,0.0008888888888888888
step,loss,lr
1,1.4261,2e-05
10,1.389,0.0002
20,1.4006,0.0004
30,1.4119,0.0006
40,1.4453,0.0008
50,1.4137,0.001
60,1.3861,0.000997979797979798
70,1.3604,0.000995959595959596
80,1.4236,0.000993939393939394
90,1.407,0.0009919191919191919
100,1.4155,0.00098989898989899
110,1.3741,0.000987878787878788
120,1.3934,0.0009858585858585859
130,1.3758,0.000983838383838384
140,1.3836,0.0009818181818181818
150,1.4012,0.0009797979797979799
160,1.3993,0.0009777777777777777
170,1.3914,0.0009757575757575757
180,1.3758,0.0009737373737373739
190,1.386,0.0009717171717171718
200,1.4135,0.0009696969696969698
210,1.3762,0.0009676767676767677
220,1.3988,0.0009656565656565657
230,1.362,0.0009636363636363637
240,1.3764,0.0009616161616161616
250,1.3796,0.0009595959595959596
260,1.3838,0.0009575757575757576
270,1.3882,0.0009555555555555556
280,1.3846,0.0009535353535353536
290,1.3752,0.0009515151515151516
300,1.3418,0.0009494949494949495
310,1.3443,0.0009474747474747475
320,1.3693,0.0009454545454545454
330,1.3872,0.0009434343434343434
340,1.3664,0.0009414141414141414
350,1.3853,0.0009393939393939394
360,1.3582,0.0009373737373737374
370,1.3708,0.0009353535353535354
380,1.3755,0.0009333333333333333
390,1.3652,0.0009313131313131313
400,1.3399,0.0009292929292929292
410,1.3516,0.0009272727272727273
420,1.3671,0.0009252525252525253
430,1.364,0.0009232323232323232
440,1.3663,0.0009212121212121213
450,1.3713,0.0009191919191919193
460,1.3629,0.0009171717171717172
470,1.3847,0.0009151515151515152
480,1.3774,0.0009131313131313132
490,1.3765,0.0009111111111111111
500,1.3751,0.0009090909090909091
510,1.3579,0.000907070707070707
520,1.3579,0.0009050505050505051
530,1.3696,0.0009030303030303031
540,1.3602,0.000901010101010101
550,1.361,0.000898989898989899
560,1.4067,0.000896969696969697
570,1.3615,0.0008949494949494949
580,1.3698,0.0008929292929292929
590,1.3663,0.0008909090909090909
600,1.3767,0.0008888888888888888
610,1.3756,0.0008868686868686869
620,1.3795,0.0008848484848484849
630,1.3496,0.0008828282828282828
step,loss,lr
1,1.4261,2e-05
10,1.389,0.0002
20,1.4006,0.0004
30,1.4119,0.0006
40,1.4453,0.0008
50,1.4137,0.001
60,1.3861,0.000997979797979798
70,1.3604,0.000995959595959596
80,1.4236,0.000993939393939394
90,1.407,0.0009919191919191919
100,1.4155,0.00098989898989899
