step,loss,lr
59500,1.2184,4.0909090909090915e-05
60000,1.2111,4.0404040404040405e-05
60500,1.2228,3.98989898989899e-05
61000,1.2075,3.939393939393939e-05
61500,1.2184,3.888888888888889e-05
62000,1.2082,3.838383838383838e-05
62500,1.2084,3.787878787878788e-05
63000,1.2114,3.7373737373737376e-05
63500,1.2121,3.686868686868687e-05
64000,1.2195,3.6363636363636364e-05
64500,1.2047,3.5858585858585855e-05
65000,1.2069,3.535353535353535e-05
65500,1.2087,3.484848484848485e-05
66000,1.2118,3.434343434343435e-05
66500,1.2176,3.3838383838383844e-05
67000,1.2095,3.3333333333333335e-05
67500,1.2181,3.282828282828283e-05
68000,1.2115,3.232323232323233e-05
68500,1.2084,3.181818181818182e-05
69000,1.202,3.131313131313132e-05
69500,1.2041,3.080808080808081e-05
70000,1.2108,3.0303030303030306e-05
70500,1.2054,2.9797979797979796e-05
71000,1.1982,2.9292929292929294e-05
71500,1.2009,2.878787878787879e-05
72000,1.2014,2.8282828282828282e-05
72500,1.2094,2.777777777777778e-05
73000,1.1944,2.7272727272727273e-05
73500,1.1997,2.676767676767677e-05
74000,1.2088,2.6262626262626268e-05
74500,1.1949,2.575757575757576e-05
75000,1.1911,2.5252525252525256e-05
75500,1.1925,2.474747474747475e-05
76000,1.1983,2.4242424242424244e-05
76500,1.2048,2.3737373737373738e-05
77000,1.201,2.3232323232323232e-05
77500,1.1907,2.272727272727273e-05
78000,1.1957,2.2222222222222223e-05
78500,1.2034,2.171717171717172e-05
79000,1.1992,2.1212121212121215e-05
79500,1.2037,2.070707070707071e-05
80000,1.1791,2.0202020202020203e-05
80500,1.1967,1.9696969696969697e-05
81000,1.1886,1.919191919191919e-05
81500,1.1998,1.8686868686868688e-05
82000,1.1951,1.8181818181818182e-05
82500,1.1922,1.7676767676767676e-05
83000,1.1845,1.7171717171717173e-05
83500,1.1861,1.6666666666666667e-05
84000,1.1997,1.6161616161616165e-05
84500,1.1962,1.565656565656566e-05
85000,1.1909,1.5151515151515153e-05
85500,1.1903,1.4646464646464647e-05
86000,1.1905,1.4141414141414141e-05
